movie_title;gross;duration;budget;num_critic_for_reviews;director_facebook_likes;cast_total_facebook_likes
Conan the Destroyer ;26400000;103;18000000;77;130;2481
Love Happens ;22927390;109;18000000;111;7;4947
Young Sherlock Holmes ;4250320;109;18000000;64;272;605
Fame ;22452209;123;18000000;134;64;5734
127 Hours ;18329466;94;18000000;450;0;11984
Center Stage ;17174870;115;18000000;68;13;1201
Love the Coopers ;26284475;107;17000000;97;24;10691
Catch That Kid ;16702864;91;18000000;54;38;18711
Life as a House ;15561627;125;18000000;99;34;21622
Youth in Revolt ;15281286;90;18000000;192;44;16004
The Legend of the Lone Ranger ;8000000;98;18000000;25;28;927
The Tailor of Panama ;13491653;109;18000000;104;128;14995
Getaway ;10494494;90;18000000;146;31;676
The Ice Storm ;7837632;112;18000000;124;0;1466
And So It Goes ;15155772;94;18000000;107;0;1673
Troop Beverly Hills ;8508843;105;18000000;11;6;2368
9½ Weeks ;6734844;112;17000000;38;213;711
Dragonslayer ;6000000;108;18000000;60;25;1263
Labor Day ;13362308;111;18000000;217;655;39307
Megaforce ;5333658;99;20000000;40;379;1356
The Wraith ;3500000;93;2700000;70;28;2319
The Salton Sea ;676698;103;18000000;79;154;4094
Superbad ;121463226;119;20000000;256;99;17584
Step Up 2: The Streets ;58006147;98;23000000;97;209;816
Hoodwinked! ;51053787;80;17500000;142;19;14385
Black Nativity ;7017178;93;17500000;40;148;1373
City of Ghosts ;325491;116;17500000;38;0;245
The Others ;96471845;101;17000000;239;448;956
Aliens ;85200000;154;18500000;250;0;4228
My Fair Lady ;72000000;170;17000000;82;165;1164
I Know What You Did Last Summer ;72219395;99;17000000;140;13;50284
Let's Be Cops ;82389560;104;17000000;129;42;3627
Sideways ;71502303;126;12000000;285;729;2170
Beerfest ;19179969;110;17500000;91;422;35345
Halloween ;47000000;101;300000;318;0;4400
Good Boy! ;37566230;87;17000000;52;9;2164
The Best Man Holiday ;70492685;123;17000000;56;92;5306
40 Days and 40 Nights ;37939782;96;17000000;140;36;3294
A Night at the Roxbury ;30324946;82;17000000;63;12;9271
Beastly ;27854896;86;17000000;148;33;17396
The Hills Have Eyes ;41777564;108;15000000;265;192;4500
Dickie Roberts: Former Child Star ;22734486;98;17000000;75;39;2713
McFarland, USA ;44469602;129;17000000;113;51;952
Pitch Perfect ;64998368;112;17000000;223;36;12676
Summer Catch ;19693891;108;34000000;50;19;3344
They ;12693621;89;17000000;81;11;4060
Larry the Cable Guy: Health Inspector ;15655665;89;4000000;37;0;2135
The Adventures of Elmo in Grouchland ;11634458;73;17000000;44;11;2020
Brooklyn's Finest ;27154426;132;17000000;197;847;6317
My Life in Ruins ;8662318;98;17000000;112;80;2016
American Dreamz ;7156725;107;19000000;153;80;5992
The Illusionist ;39825798;110;16000000;236;168;4210
Roar ;2000000;102;17000000;50;4;1262
The Apparition ;4930798;83;17000000;145;57;730
My Girl ;59847242;102;16500000;31;6;5433
Fur: An Imaginary Portrait of Diane Arbus ;220914;122;16800000;105;30;25173
Wall Street ;43848100;126;15000000;114;0;1607
Sense and Sensibility ;42700000;136;16500000;69;0;41059
Sydney White ;11702090;108;16500000;72;18;2785
House of Sand and Fog ;13005485;126;15000000;158;26;2282
Dead Poets Society ;95860116;128;16400000;96;608;51609
Dumb & Dumber ;127175354;113;16000000;84;137;2985
When Harry Met Sally... ;92823600;89;16000000;114;0;485
The Verdict ;54000000;129;16000000;79;0;2330
Road Trip ;68525609;94;15600000;103;480;3889
Varsity Blues ;52885587;106;16000000;67;48;23369
The Unborn ;42638165;89;16000000;178;687;12183
Moonrise Kingdom ;45507053;94;16000000;487;0;27911
The Texas Chainsaw Massacre: The Beginning ;39511038;83;16000000;196;473;26402
The Young Messiah ;6462576;111;18500000;24;19;824
The Master of Disguise ;40363530;80;16000000;56;11;3058
See Spot Run ;33357476;94;35000000;51;14;4194
Baby Boy ;28734552;130;16000000;41;309;3107
The Roommate ;37300107;91;16000000;138;26;5349
Joe Dirt ;27087695;91;17700000;78;29;2543
Double Impact ;30102717;110;15000000;40;23;874
The Women ;26896744;114;16500000;124;15;3485
Boys and Girls ;20627372;94;16000000;67;7;3451
White Oleander ;16346122;109;16000000;103;7;2572
Jennifer's Body ;16204793;107;16000000;300;45;24805
Drowning Mona ;15427192;96;16000000;84;22;11078
Remember Me ;19057024;113;16000000;158;47;22088
How to Deal ;14108518;101;16000000;46;6;1882
My Stepmother Is an Alien ;13854000;105;20000000;15;121;14677
Philadelphia ;77324422;125;26000000;68;438;33865
Duets ;4734235;112;15000000;65;28;1227
Detroit Rock City ;4193025;95;15000000;42;89;2518
Things We Lost in the Fire ;2849142;118;16000000;146;369;1889
Steel ;1686429;97;16000000;36;34;3100
The Immigrant ;1984743;120;16000000;230;115;11019
Soul Plane ;13922211;92;16000000;75;29;3935
Vamps ;2964;92;16000000;54;143;3086
The Homesman ;2428883;122;16000000;208;0;2896
Juwanna Mann ;13571817;91;15600000;32;10;3104
Slow Burn ;1181197;93;15500000;40;7;4329
Beverly Hills Cop ;234760500;105;14000000;94;102;3464
Tootsie ;177200000;116;22000000;94;521;14701
American Beauty ;130058047;122;15000000;176;0;19078
Twins ;111936400;107;15000000;27;425;2151
The Yellow Handkerchief ;317040;102;15500000;60;4;30978
Private Benjamin ;69800000;109;10000000;25;6;2419
Diary of a Wimpy Kid ;64001297;94;15000000;111;87;20154
Bad Grandpa ;101978840;102;15000000;157;79;1018
Why Did I Get Married? ;55184721;113;15000000;41;0;6510
Little Women ;50003300;115;15000000;27;44;29370
When a Stranger Calls ;47860214;87;15000000;152;165;2452
Big Fat Liar ;47811275;88;15000000;69;189;3707
Wag the Dog ;43022524;97;15000000;130;272;29252
The Lizzie McGuire Movie ;42672630;94;17000000;66;13;3423
Snitch ;42919096;112;15000000;238;29;15800
Krampus ;42592530;98;15000000;198;66;4567
The Faculty ;40064955;104;15000000;154;0;12170
Cop Land ;44886089;120;10000000;131;446;40117
Not Another Teen Movie ;37882551;99;16000000;97;11;15369
End of Watch ;40983001;109;7000000;355;453;27788
The Skulls ;35007180;106;15000000;102;357;26652
Malibu's Most Wanted ;34308901;86;16000000;37;14;4435
Where the Heart Is ;33771174;120;15000000;78;18;22383
Halloween II ;33386128;119;15000000;220;0;3226
Wild ;37877959;115;15000000;349;212;4896
The Last House on the Left ;32721635;114;15000000;241;29;3861
The Wedding Date ;31585300;90;15000000;103;6;2666
Halloween: Resurrection ;30259652;94;15000000;151;28;5440
The Princess Bride ;30857814;98;16000000;185;0;20060
The Object of My Affection ;29106737;111;15000000;65;13;1450
When the Game Stands Tall ;30127963;115;15000000;50;49;525
Because of Winn-Dixie ;32645546;106;14000000;96;61;3462
Love & Basketball ;27441122;124;15000000;68;107;5135
Grosse Pointe Blank ;28014536;107;15000000;111;5;2044
All About Steve ;33860010;99;15000000;128;3;16461
Book of Shadows: Blair Witch 2 ;26421314;90;15000000;160;31;608
The Craft ;24881000;101;15000000;93;26;1812
Ramona and Beezus ;26161406;103;15000000;81;20;1002
Boogie Nights ;26384919;155;15000000;153;0;3677
Nowhere to Run ;22189039;94;15000000;25;11;2210
Flicka ;20998709;95;15000000;46;15;3845
The Hills Have Eyes II ;20801344;89;15000000;161;7;2559
Urban Legends: Final Cut ;21468807;97;14000000;108;83;2682
Tuck Everlasting ;19158074;90;15000000;69;13;2661
The Marine ;18843314;92;20000000;78;8;1045
Keanu ;20566327;100;15000000;129;10;2958
The Place Beyond the Pines ;21383298;140;15000000;417;310;34413
The November Man ;24984868;108;15000000;172;79;3033
The Hurt Locker ;15700000;131;15000000;388;0;11114
Firestarter ;15100000;114;15000000;45;73;3444
Killing Them Softly ;14938570;97;15000000;414;181;14025
Freddy Got Fingered ;14249005;87;15000000;97;374;2689
The Pirates Who Don't Do Anything: A VeggieTales Movie ;12701880;85;15000000;37;12;568
Highlander: Endgame ;12801190;101;15000000;90;36;2764
Idlewild ;12549485;121;15000000;81;16;3633
One Day ;13766014;107;15000000;221;92;17627
Whip It ;13034417;111;15000000;230;0;2633
Confidence ;12212417;97;15000000;119;164;1172
The Muse ;11614236;97;15000000;97;745;15209
De-Lovely ;13337299;125;20000000;119;34;729
The Man with the Iron Fists ;15608545;107;15000000;208;561;2377
Home Fries ;10443316;91;15000000;42;23;2913
Here on Earth ;10494147;96;15000000;44;4;3142
Raise Your Voice ;10411980;103;15000000;46;80;4676
The Big Lebowski ;17439163;117;15000000;249;0;47728
Black Snake Moan ;9396487;116;15000000;197;153;5012
Dark Blue ;9059588;118;15000000;71;41;1873
A Mighty Heart ;9172810;108;16000000;190;187;12178
Whatever It Takes ;8735529;94;15000000;50;9;13524
Boat Trip ;8586376;97;20000000;63;2;3161
Hoot ;8080116;91;15000000;49;6;10732
Peeples ;9123834;95;15000000;43;24;3322
The Rocker ;6409206;102;15000000;132;11;33153
Post Grad ;6373693;88;15000000;97;96;25637
Promised Land ;7556708;106;15000000;242;835;14544
The In Crowd ;5217498;105;15000000;49;52;2312
Kiss Kiss Bang Bang ;4235837;103;15000000;223;1000;23932
Idle Hands ;4002955;92;20000000;59;6;3654
The Clan of the Cave Bear ;1953732;98;15000000;21;70;1351
Crazy in Alabama ;1954202;111;15000000;28;0;4834
Funny Games ;1294640;111;15000000;250;0;6748
Things to Do in Denver When You're Dead ;529766;115;7000000;52;39;14889
The Midnight Meat Train ;73548;103;15000000;177;129;18639
The Son of No One ;28870;90;15000000;62;68;32814
The Good Night ;20380;93;15000000;50;17;1245
Magic Mike XXL ;66009973;115;14800000;222;13;38963
Romeo + Juliet ;46338728;120;14500000;106;1000;33791
Fatal Attraction ;156645693;119;14000000;94;213;1639
Pretty Woman ;178406268;125;14000000;82;0;11135
Born on the Fourth of July ;70001698;145;14000000;72;0;12098
Cool Runnings ;68856263;98;15000000;39;226;2496
My Bloody Valentine ;51527787;101;15000000;264;71;14159
Stomp the Yard ;61356221;109;14000000;86;41;3544
Urban Legend ;38048637;99;14000000;101;9;3500
White Fang ;34793160;107;14000000;10;116;552
Superstar ;30628981;81;14000000;43;54;10792
Jonah: A VeggieTales Movie ;25571351;82;14000000;38;12;49
Poetic Justice ;27515786;109;14000000;12;309;1620
All About the Benjamins ;25482931;95;14000000;40;10;1421
Vampire in Brooklyn ;19900000;100;20000000;34;0;2348
My Boss's Daughter ;15549702;90;14000000;56;119;3007
A Perfect Getaway ;15483540;108;14000000;160;123;41359
Our Family Wedding ;20246959;103;14000000;71;44;3299
Dead Man on Campus ;15062898;96;14000000;37;0;6861
Thinner ;15171475;93;8500000;73;85;2777
Crooklyn ;13640000;115;14000000;25;0;3267
Jason X ;12610731;85;11000000;205;52;3050
Bobby ;11204499;112;14000000;195;0;13528
Head Over Heels ;10397365;86;14000000;61;70;2165
Fun Size ;9402410;86;14000000;77;90;3715
Little Children ;5459824;137;26000000;251;143;15337
Gossip ;5108820;90;24000000;63;49;12776
A Walk on the Moon ;4741987;107;14000000;47;956;10368
Soul Survivors ;3100650;84;14000000;64;12;417
The Lucky Ones ;183088;115;15000000;57;168;2243
Flipped ;1752214;90;14000000;87;0;4377
Brokeback Mountain ;83025853;134;14000000;357;0;39789
Clueless ;56631572;97;12000000;88;143;1724
Far from Heaven ;15854988;107;13500000;181;162;2447
Hot Tub Time Machine 2 ;12282677;99;14000000;107;38;4702
Good Morning, Vietnam ;123922370;121;13000000;62;272;50141
Justin Bieber: Never Say Never ;73000942;115;13000000;84;209;714
RoboCop ;58607007;117;100000000;492;294;14160
Save the Last Dance ;91038276;112;13000000;101;49;1307
A Nightmare on Elm Street 4: The Dream Master ;49369900;99;7000000;102;212;450
Miracles from Heaven ;61693523;109;13000000;63;36;7833
Dude, Where's My Car? ;46729374;83;13000000;106;8;6454
Young Guns ;44726644;107;13000000;50;58;1747
St. Vincent ;44134898;102;13000000;275;51;20330
About Last Night ;48637684;100;12500000;90;38;2800
10 Things I Hate About You ;38176108;97;16000000;133;19;37907
The New Guy ;28972187;92;13000000;49;13;12687
Loaded Weapon 1 ;27979400;84;8200000;19;0;12322
The Shallows ;54257433;86;17000000;186;174;971
The Butterfly Effect ;23947;120;13000000;185;19;12755
Snow Day ;60008303;89;13000000;42;13;2241
This Christmas ;49121934;117;13000000;37;17;6554
Baby Geniuses ;27141959;97;18000000;45;84;2936
The Big Hit ;27052167;91;13000000;57;6;3353
Harriet the Spy ;26539321;100;13000000;25;15;2486
Child's Play 2 ;28501605;72;13000000;59;5;2646
No Good Deed ;52543632;84;13200000;58;12;2297
The Mist ;25592632;126;18000000;330;0;5371
Being John Malkovich ;22858926;112;13000000;242;0;1171
Two Can Play That Game ;22235901;90;6000000;40;7;2815
Earth to Echo ;38916903;91;13000000;112;13;1921
Crazy/Beautiful ;16929123;135;14000000;84;134;6214
The Astronaut Farmer ;10996440;104;13000000;113;35;27806
Woo ;8026971;84;13000000;23;18;3352
Serial Mom ;7881335;95;13000000;52;0;3092
Light It Up ;5871603;99;13000000;39;7;6485
54 ;16574731;121;13000000;63;15;6910
Bubble Boy ;5002310;84;13000000;47;2;18864
21 & Over ;25675765;93;13000000;168;24;2730
Resurrecting the Champ ;3169424;112;13000000;104;37;2417
Admission ;18004225;107;13000000;150;80;3004
Chloe ;3074838;96;11000000;226;460;14372
Faithful ;2104000;91;13000000;21;150;1679
Brothers ;28501651;105;26000000;217;260;39473
The Perks of Being a Wallflower ;17738570;102;13000000;364;139;13631
Excessive Force ;1200000;87;3000000;19;29;1139
Infamous ;1150403;118;13000000;129;41;3474
The Vatican Tapes ;1712111;91;8495000;93;83;7875
The Call ;51872378;94;13000000;285;122;2812
The Emperor's Club ;14060950;109;12500000;83;97;14347
Glengarry Glen Ross ;10725228;100;12500000;120;164;32288
The Killer Inside Me ;214966;109;13000000;225;187;1813
Sorority Row ;11956207;101;16000000;167;10;3142
Lars and the Real Girl ;5949693;106;12000000;226;44;34351
Oscar and Lucinda ;1508689;132;16000000;28;44;2004
The Funeral ;1227324;99;12500000;48;220;3337
Solitary Man ;4360548;90;15000000;116;34;2661
Machete ;26589953;105;10500000;391;20;26233
The Land Before Time ;48092846;69;12500000;24;383;1833
The Exorcist ;204565000;132;8000000;304;607;2466
American Pie ;101736215;95;11000000;145;80;8134
The Golden Child ;79817937;94;25000000;29;23;1044
Think Like a Man ;91547205;122;12000000;77;167;5165
Barbershop ;75074950;102;12000000;91;167;2754
Star Trek II: The Wrath of Khan ;78900000;116;11000000;148;120;16539
Ace Ventura: Pet Detective ;72217000;78;12000000;61;293;2462
WarGames ;79568000;114;12000000;84;139;4537
Witness ;65500000;112;12000000;83;608;22479
Act of Valor ;70011073;110;12000000;216;16;146
Step Up ;65269010;104;12000000;107;98;21380
Beavis and Butt-Head Do America ;63071133;81;12000000;63;406;17035
Harold & Kumar Escape from Guantanamo Bay ;38087366;102;12000000;153;22;4065
Chronicle ;64572496;89;12000000;414;128;2054
Crossroads ;37188667;93;12000000;111;33;1531
Project X ;54724272;93;12000000;229;166;2043
One Hour Photo ;31597131;96;12000000;207;132;52138
The Eye ;31397498;92;12000000;172;0;18765
Johnson Family Vacation ;31179516;97;12000000;45;4;5006
How High ;31155435;93;12000000;34;58;6105
The Muppet Christmas Carol ;27281507;89;12000000;75;53;534
Frida ;25776062;123;12000000;128;278;7072
Katy Perry: Part of Me ;25240988;93;12000000;68;4;52
The Fault in Our Stars ;124868837;133;12000000;326;131;10565
Rounders ;22905674;121;12000000;128;131;14890
Top Five ;25277561;102;12000000;161;0;5592
Stir of Echoes ;21133087;99;12000000;164;192;1254
The Upside of Anger ;18761993;118;9000000;125;57;2944
Aquamarine ;18595716;104;12000000;66;20;3963
Paper Towns ;31990064;109;12000000;191;14;2753
Nebraska ;17613460;115;12000000;433;729;3798
Tales from the Crypt: Demon Knight ;21088568;92;13000000;66;226;3931
Max Keeble's Big Move ;17292381;91;12000000;37;25;4551
Young Adult ;16300302;94;12000000;325;655;10575
Crank ;27829874;93;12000000;170;83;28767
Living Out Loud ;12902790;100;12000000;24;98;3250
Sorority Boys ;10198766;93;12000000;53;32;2393
Arbitrage ;7918283;107;12000000;288;27;2440
Project Almanac ;22331028;106;12000000;177;16;1819
Cadillac Records ;8134217;109;12000000;81;67;1141
Screwed ;6982680;81;10000000;29;25;3848
For Your Consideration ;5542025;86;12000000;144;378;3535
Running with Scissors ;6754898;122;12000000;132;708;1291
From Justin to Kelly ;4922166;90;12000000;60;7;1445
Girl 6 ;4903000;108;12000000;30;0;4497
Two Lovers ;3148482;110;12000000;190;115;1540
Charlie Bartlett ;3950294;97;12000000;146;20;22577
The Dangerous Lives of Altar Boys ;1779284;104;12000000;78;0;1292
Married Life ;1506998;91;12000000;121;60;141
Duma ;860002;100;12000000;38;19;1579
Brother ;447750;114;10000000;81;0;2126
Welcome to Collinwood ;333976;86;12000000;72;94;1373
The Life Before Her Eyes ;303439;90;8000000;78;26;2073
Breakfast of Champions ;175370;110;12000000;42;18;17417
10 Days in a Madhouse ;14616;111;12000000;1;0;2059
Heaven Is for Real ;91443253;99;12000000;82;130;663
Pet Sematary ;57469179;103;11500000;98;52;2987
Gremlins ;148170000;106;11000000;183;287;2053
Dirty Grandpa ;35537564;109;11500000;158;11;24063
High School Musical 3: Senior Year ;90556401;112;11000000;128;197;3507
The Fighter ;93571803;116;25000000;410;737;23811
My Cousin Vinny ;52929168;120;11000000;54;36;3280
If I Stay ;50461335;107;11000000;141;15;20466
Major League ;49797148;107;11000000;57;42;3435
Phone Booth ;46563158;81;13000000;216;541;2562
A Walk to Remember ;41227069;101;11000000;80;163;2436
Cruel Intentions ;38201895;97;10500000;101;16;6223
The Secret Life of Bees ;37766350;110;11000000;109;107;3376
Corky Romano ;23978402;86;11000000;62;5;3850
Raising Cain ;21370057;91;12000000;33;0;1852
Invaders from Mars ;4884663;100;12000000;52;365;1661
Out Cold ;13903262;89;11000000;37;2;4291
The Ladies Man ;13592872;84;11000000;58;71;10982
Tomcats ;13558739;95;11000000;75;5;2729
Frailty ;13103828;100;11000000;161;0;12237
Kinsey ;10214647;118;11000000;188;386;17490
Army of Darkness ;11501093;88;13000000;221;0;3913
What's Eating Gilbert Grape ;9170214;118;11000000;80;529;69746
The Perez Family ;2832826;113;11000000;15;300;3072
Inside Llewyn Davis ;13214255;104;11000000;535;1000;4082
O ;16017403;95;5000000;92;596;3300
Return to the Blue Lagoon ;2807854;102;11000000;14;8;14281
Copying Beethoven ;352786;104;11000000;78;238;150
Saw V ;56729973;95;10800000;160;43;5286
Darkness ;22160085;103;10600000;108;57;1228
In the Land of Women ;11043445;97;10000000;81;21;20312
There Goes My Baby ;125169;99;10500000;5;11;2272
September Dawn ;1066555;111;11000000;43;58;1526
Good Will Hunting ;138339411;126;10000000;161;835;63710
Saw III ;80150343;121;10000000;210;163;3189
Stripes ;85300000;117;10000000;52;425;27378
Bring It On ;68353550;98;10000000;139;235;5270
She's All That ;63319509;95;10000000;96;7;28734
Precious ;47536959;109;10000000;323;304;3276
Saw IV ;63270259;96;10000000;190;163;3492
Madea's Family Reunion ;63231524;107;6000000;46;0;5264
The Mighty Ducks ;50752337;100;10000000;22;65;3362
The Grudge ;110175871;98;10000000;203;70;7461
Happy Gilmore ;38624000;92;12000000;77;221;13162
Bill & Ted's Excellent Adventure ;40485039;90;10000000;81;65;20795
Recess: School's Out ;36696761;82;23000000;44;6;2197
The Boy ;35794166;97;10000000;159;19;4687
Devil ;33583175;80;10000000;273;66;5628
Friday After Next ;32983713;85;20000000;26;7;3712
The Last Dragon ;33000000;109;10000000;55;78;3394
Nick and Norah's Infinite Playlist ;31487293;90;9000000;166;6;2807
Dogma ;30651422;130;10000000;206;0;16693
The Banger Sisters ;30306281;98;10000000;92;7;1917
Twilight Zone: The Movie ;29500000;101;10000000;78;287;1954
Road House ;30050028;114;17000000;83;9;2484
A Low Down Dirty Shame ;29392418;100;10000000;8;322;3190
Swimfan ;28563926;85;8500000;86;21;3819
Employee of the Month ;28435406;103;12000000;85;27;4441
Can't Hardly Wait ;25339117;100;10000000;76;4;4259
The Outsiders ;25600000;114;10000000;60;0;12097
Sinister 2 ;27736779;97;10000000;189;11;2403
Sparkle ;24397469;116;17000000;82;70;5804
Valentine ;20384136;96;10000000;120;9;2402
The Fourth Kind ;25464480;98;10000000;183;58;15251
A Prairie Home Companion ;20338609;105;10000000;211;500;12946
Sugar Hill ;18272447;123;10000000;14;5;2149
Rushmore ;17096053;93;9000000;179;0;15716
Skyline ;21371425;97;10000000;221;25;3679
Kit Kittredge: An American Girl ;17655201;101;10000000;73;22;3317
The Perfect Man ;16247775;100;25000000;65;15;4789
Mo' Better Blues ;16153600;129;10000000;23;0;19065
Kung Pow: Enter the Fist ;16033556;81;10000000;63;176;361
Tremors ;16667084;96;11000000;132;31;3119
Wrong Turn ;15417771;84;12600000;191;36;3416
The Corruptor ;15156200;110;30000000;91;164;571
Mud ;21589307;130;10000000;368;337;13960
Reno 911!: Miami ;20339754;84;10000000;89;134;2737
One Direction: This Is Us ;28873374;106;10000000;83;293;2787
Hey Arnold! The Movie ;13684949;76;3000000;33;14;3752
The Matador ;12570442;96;10000000;191;47;4053
Love Jones ;12514138;104;10000000;16;28;3871
The Gift ;43771291;108;5000000;297;0;3215
End of the Spear ;11703287;108;10000000;47;2;1058
Get Over It ;11560259;87;22000000;63;13;22485
Office Space ;10824921;89;10000000;144;406;3462
Very Bad Things ;9801782;100;10000000;100;532;6046
Sleepover ;8070311;89;10000000;52;18;13626
MacGruber ;8460995;95;10000000;163;434;2618
Movie 43 ;8828771;94;6000000;180;0;41059
Over Her Dead Body ;7563670;95;10000000;100;4;3651
Seeking a Friend for the End of the World ;6619173;101;10000000;265;63;7747
American History X ;6712241;101;7500000;162;194;3858
The Collection ;6842058;82;10000000;147;87;3818
Teacher's Pet ;6491350;74;10000000;33;0;5139
Deuces Wild ;6044618;96;10000000;38;9;26961
Bad Words ;7764027;89;10000000;126;0;2061
Black or White ;21569041;121;9000000;91;57;3745
On the Line ;4356743;85;16000000;46;49;2446
Rescue Dawn ;5484375;120;10000000;198;0;24270
Danny Collins ;5348317;106;10000000;139;102;18712
Jeff, Who Lives at Home ;4244155;83;10000000;182;157;3374
Atlas Shrugged II: The Strike ;3333823;111;10000000;23;60;5262
The Limey ;3193102;89;9000000;111;0;1335
Malone ;3060858;92;10000000;27;4;1891
Bucky Larson: Born to Be a Star ;2331318;97;10000000;49;105;2603
Bamboozled ;2185266;135;10000000;57;0;4266
The Forest ;26583369;93;10000000;185;4;578
Sphinx ;800000;118;14000000;2;76;2079
While We're Young ;7574066;97;10000000;270;387;6322
A Better Life ;1754319;98;10000000;94;129;2214
Gun Shy ;1631839;101;10000000;49;3;17665
The Iceman ;1939441;106;10000000;221;34;23187
Killer Joe ;1987762;98;11000000;376;607;11853
The Joneses ;1474508;96;5000000;144;17;4607
The Brothers Solomon ;900926;93;10000000;51;0;3307
War, Inc. ;578527;107;10000000;79;0;988
The Brown Bunny ;365734;93;10000000;115;787;883
Rosewater ;3093491;103;5000000;129;593;1283
Imaginary Heroes ;228524;111;4000000;73;24;768
Edmond ;131617;82;10000000;79;216;5761
Police Academy: Mission to Moscow ;126247;83;6200000;17;3;17469
An Alan Smithee Film: Burn Hollywood Burn ;15447;86;10000000;29;71;2655
The Open Road ;19348;91;10000000;23;7;16118
The Good Guy ;100503;90;8000000;22;0;3124
Motherhood ;92900;90;5000000;43;8;3146
Blonde Ambition ;5561;93;10000000;20;7;4725
Eulogy ;70527;85;6500000;27;0;14656
The Lost City ;2483955;144;9600000;52;0;1674
Next Friday ;57176582;98;9500000;55;41;3939
Poltergeist III ;14114488;98;10500000;66;17;3827
The Texas Chain Saw Massacre ;30859000;88;83532;277;365;1094
The Runaways ;3571735;106;10000000;259;50;21711
Set It Off ;36049108;123;9000000;29;473;3661
The Best Man ;34074895;120;9000000;32;92;5420
Child's Play ;33244684;87;9000000;142;85;760
Sicko ;24530513;123;9000000;263;909;1633
The Purge: Anarchy ;71519230;103;9000000;285;65;6807
Down to You ;20035310;91;9000000;64;0;4409
Harold & Kumar Go to White Castle ;18225165;88;9000000;150;8;3114
The Contender ;17804273;126;20000000;136;37;25660
Boiler Room ;16938179;120;8000000;132;46;17336
Black Christmas ;16235293;94;9000000;186;17;1611
The Way of the Gun ;6047856;119;8500000;117;188;358
Igby Goes Down ;4681503;99;9000000;136;23;2478
PCU ;4350774;79;8000000;15;157;4908
Gracie ;2955039;95;9000000;65;49;2007
Trust the Man ;1530535;103;9000000;100;38;1721
Hamlet 2 ;4881867;92;9000000;129;26;3767
Glee: The 3D Concert Movie ;11860839;84;9000000;67;64;4617
Princess Kaiulani ;883887;97;9000000;26;3;1426
Awake ;14373825;84;8600000;133;8;6954
Crazy Heart ;39462438;112;7000000;273;108;13172
The Rose ;29200000;125;8500000;32;43;1097
Baggage Claim ;21564616;96;8500000;52;68;8097
Election ;14879556;103;8000000;175;729;3516
The DUFF ;34017854;101;8500000;132;17;36892
Glitter ;4273372;104;22000000;66;170;1854
All Is Lost ;6262942;106;9000000;346;78;0
Limbo ;1997807;126;8000000;46;407;823
Repo! The Genetic Opera ;140244;150;8500000;147;163;4168
Nightcrawler ;32279955;117;8500000;534;66;15554
Club Dread ;4992159;119;8550000;66;422;3306
The Sound of Music ;163214286;174;8200000;119;338;1495
Splash ;69800000;111;8000000;43;2000;15361
Little Miss Sunshine ;59889948;101;8000000;270;36;7227
Stand by Me ;52287414;89;8000000;99;0;644
You Got Served ;40066497;95;8000000;58;548;1792
Escape from Alcatraz ;36500000;112;8000000;53;152;17568
Brown Sugar ;27362712;109;8000000;37;44;3199
A Thin Line Between Love and Hate ;34746109;108;8000000;11;0;3023
50/50 ;34963967;100;8000000;327;129;39807
Shutter ;25926543;90;8000000;135;5;1534
That Awkward Moment ;26049082;94;8000000;164;19;1024
New Nightmare ;18090181;107;8000000;109;0;1775
Drive Me Crazy ;17843379;91;8000000;59;13;1760
Half Baked ;17278980;82;8000000;40;33;2400
New in Town ;16699684;97;8000000;121;3;25792
American Psycho ;15047419;102;7000000;288;126;25462
The Good Girl ;14015786;93;5000000;107;44;27646
The Boondock Saints II: All Saints Day ;10269307;138;8000000;91;78;17524
Enough Said ;17536788;93;8000000;231;132;1183
Easy A ;58401464;92;8000000;262;87;16982
Prom ;10106233;104;8000000;83;18;5190
Held Up ;4692814;89;8000000;11;15;3291
Woman on Top ;5018450;92;8000000;72;26;2687
Anomalisa ;3442820;90;8000000;328;26;1442
Showdown in Little Tokyo ;2275557;79;8000000;45;73;2404
It's Kind of a Funny Story ;6350058;101;8000000;163;16;2786
Prefontaine ;532190;106;8000000;23;23;1610
Begin Again ;16168741;104;8000000;283;109;517
Down in the Valley ;568695;108;8000000;74;12;3921
Brooklyn Rules ;398420;99;8000000;41;30;1234
The Singing Detective ;336456;109;8000000;66;200;41645
The Wendell Baker Story ;127144;99;8000000;32;387;9608
Pathology ;108662;95;8000000;79;3;3185
10th & Wolf ;53481;107;8000000;26;53;2512
Driving Miss Daisy ;106593296;99;7500000;61;78;12619
Soul Food ;43490057;115;7500000;34;88;4737
Thank You for Smoking ;24792061;92;6500000;239;655;25092
Hostel: Part II ;17544812;94;10000000;252;0;4707
Narc ;10460089;105;7500000;127;248;1442
Witless Protection ;4131640;97;7500000;35;18;4091
The Work and the Glory ;3347439;118;7500000;6;0;1233
Extract ;10814185;92;8000000;192;406;41867
Ta Ra Rum Pum ;872643;153;6000000;16;5;902
The Omega Code ;12610552;100;7500000;39;0;2428
Juno ;143492840;96;7500000;387;655;28817
The Godfather ;134821952;175;6000000;208;0;28122
Flashdance ;94900000;95;4000000;51;213;791
500 Days of Summer ;32391374;95;7500000;331;464;54075
Magic Mike ;113709992;110;7000000;324;0;46646
Darkness Falls ;32131483;96;11000000;140;474;2212
